response_id,respondent_id,submitted_at,consent,consent_source,response_source,validation_profile,completion_seconds,questionnaire_version,randomization_group,age_band,activity_days_30d,player_tenure_months,player_status,monthly_merch_budget,has_purchased_merch,purchase_history,annual_merch_spend,purchase_frequency_12m,preferred_operator_1,preferred_operator_2,preferred_operator_3,operator,category,purchase_intent,acceptable_price,channel,limited_preference,purchase_motivation,purchase_barrier,promotion_preference,preorder_tolerance_days,price_good_value,concept_appeal,concept_strength,concept_concern,concept_variant,attribute_priority,product_improvement,open_feedback,is_simulated,is_real_survey_response,data_type,source_batch_id,source_note
REAL-ARK-SURVEY-20260903-196,REAL-ARK-SURVEY-20260903-196,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,B,18～22岁,28,2.0,玩过《明日方舟》,200.0,False,没买过方舟正版周边，但买过其他ACG正版周边,750.0,2,令,史尔特尔,W,令,吧唧（徽章）,3,50.0,B站会员购,5,画面或造型设计很好看｜朋友推荐或社区评价很好｜材质和做工让人放心,材质、尺寸或实物效果说不清楚｜担心不是正版｜预售时间太长,预售特典,75.0,30.5,3,实用性｜角色选择｜配色,实物图和细节｜是否容易缺货或限量｜最终价格,更喜欢B款,角色和画面设计=2｜材质与做工=1｜正版授权=4｜实用性=3｜价格=5｜限定或收藏价值=6,希望配色更贴近角色原设,-,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
REAL-ARK-SURVEY-20260903-197,REAL-ARK-SURVEY-20260903-197,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,tie,23～26岁,2,84.0,玩过《明日方舟》,,False,还没有买过正版周边,0.0,0,银灰,玛恩纳,幽灵鲨,银灰,日用生活,3,200.0,线下展会或快闪店,4,价格合适｜有收藏或凑套装的价值｜朋友推荐或社区评价很好,发货进度不透明,预售特典,30.0,75.5,4,角色选择｜尺寸,最终价格｜售后规则｜实物图和细节,两款都可以,角色和画面设计=4｜材质与做工=1｜正版授权=5｜实用性=6｜价格=3｜限定或收藏价值=2,希望实物图和细节展示更充分,可以接受联名，但希望不要为了限定把价格抬得太高。,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
REAL-ARK-SURVEY-20260903-198,REAL-ARK-SURVEY-20260903-198,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,tie,23～26岁,28,48.0,玩过《明日方舟》,400.0,True,买过《明日方舟》官方或正版授权周边,2000.0,4,拉普兰德,德克萨斯,凯尔希,拉普兰德,日用生活,3,200.0,淘宝/天猫,4,材质和做工让人放心｜价格合适,不确定买回来怎么摆或怎么用｜预售时间太长,直接降价,75.0,150.5,3,配色｜角色选择｜实用性,是否为正版授权,两款都可以,角色和画面设计=1｜材质与做工=4｜正版授权=3｜实用性=5｜价格=2｜限定或收藏价值=6,-,-,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
REAL-ARK-SURVEY-20260903-199,REAL-ARK-SURVEY-20260903-199,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,tie,18～22岁,28,48.0,玩过《明日方舟》,400.0,False,没买过方舟正版周边，但买过其他ACG正版周边,350.0,4,铃兰,年,史尔特尔,铃兰,手办模玩,3,500.0,官方商城,3,很喜欢这个角色｜画面或造型设计很好看｜平时真的能用到,担心不是正版｜材质、尺寸或实物效果说不清楚｜设计不太喜欢,直接降价,45.0,750.5,4,角色选择｜画面或造型｜收藏价值,实物图和细节｜是否为正版授权,两款都可以,角色和画面设计=1｜材质与做工=4｜正版授权=2｜实用性=6｜价格=3｜限定或收藏价值=5,希望包装更适合收藏,希望多做毛绒和桌面摆件，少一点重复款吧唧。,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
REAL-ARK-SURVEY-20260903-200,REAL-ARK-SURVEY-20260903-200,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,B,18～22岁,0,0.0,没玩过《明日方舟》,200.0,False,没买过方舟正版周边，但买过其他ACG正版周边,100.0,2,浊心斯卡蒂,史尔特尔,缪尔赛思,浊心斯卡蒂,吧唧（徽章）,4,50.0,B站会员购,1,价格合适｜很喜欢这个角色,不确定买回来怎么摆或怎么用｜已经有很多同类周边,直接降价,75.0,15.0,5,配色｜尺寸｜画面或造型,实物图和细节｜材质和工艺｜是否容易缺货或限量,更喜欢B款,角色和画面设计=3｜材质与做工=2｜正版授权=6｜实用性=5｜价格=1｜限定或收藏价值=4,希望包装更适合收藏,-,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
REAL-ARK-SURVEY-20260903-201,REAL-ARK-SURVEY-20260903-201,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,tie,18～22岁,2,48.0,玩过《明日方舟》,,True,买过《明日方舟》官方或正版授权周边,750.0,12,棘刺,能天使,德克萨斯,棘刺,亚克力制品,4,150.0,官方商城,3,画面或造型设计很好看｜很喜欢这个角色｜材质和做工让人放心,已经有很多同类周边｜设计不太喜欢｜材质、尺寸或实物效果说不清楚,满额赠品,45.0,30.0,3,实用性｜配件或玩法｜尺寸,最终价格｜实物图和细节｜材质和工艺,两款都不太喜欢,角色和画面设计=1｜材质与做工=4｜正版授权=3｜实用性=5｜价格=2｜限定或收藏价值=6,希望减少容易刮花的材质,如果有长期补货机制会更愿意购买，不喜欢抢限量。,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
REAL-ARK-SURVEY-20260903-202,REAL-ARK-SURVEY-20260903-202,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,tie,18～22岁,6,24.0,玩过《明日方舟》,400.0,False,没买过方舟正版周边，但买过其他ACG正版周边,3500.0,4,年,德克萨斯,缪尔赛思,年,吧唧（徽章）,3,80.0,线下展会或快闪店,4,很喜欢这个角色｜有收藏或凑套装的价值｜画面或造型设计很好看,价格比预期高｜已经有很多同类周边,角色套装更优惠,30.0,15.0,2,暂时没有特别吸引我的地方,售后规则｜材质和工艺｜发货时间,两款都可以,角色和画面设计=1｜材质与做工=2｜正版授权=4｜实用性=6｜价格=3｜限定或收藏价值=5,希望减少容易刮花的材质,希望多做毛绒和桌面摆件，少一点重复款吧唧。,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
REAL-ARK-SURVEY-20260903-203,REAL-ARK-SURVEY-20260903-203,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,tie,23～26岁,16,24.0,玩过《明日方舟》,400.0,True,买过《明日方舟》官方或正版授权周边,350.0,12,阿米娅,幽灵鲨,能天使,阿米娅,装饰摆件,3,100.0,官方商城,4,材质和做工让人放心｜画面或造型设计很好看｜价格合适,运费太高｜设计不太喜欢｜价格比预期高,直接降价,0.0,250.0,5,实用性｜角色选择｜材质与工艺,实物图和细节｜最终价格｜具体尺寸,两款都可以,角色和画面设计=2｜材质与做工=3｜正版授权=4｜实用性=5｜价格=1｜限定或收藏价值=6,希望尺寸标注更清楚,-,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
REAL-ARK-SURVEY-20260903-204,REAL-ARK-SURVEY-20260903-204,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,tie,18～22岁,16,48.0,玩过《明日方舟》,200.0,True,买过《明日方舟》官方或正版授权周边,3500.0,4,史尔特尔,玛恩纳,阿米娅,史尔特尔,吧唧（徽章）,5,60.0,淘宝/天猫,5,很喜欢这个角色,价格比预期高,直接降价,135.0,30.5,4,尺寸｜材质与工艺｜角色选择,最终价格｜材质和工艺｜是否容易缺货或限量,两款都不太喜欢,角色和画面设计=5｜材质与做工=1｜正版授权=4｜实用性=3｜价格=2｜限定或收藏价值=6,-,-,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
REAL-ARK-SURVEY-20260903-205,REAL-ARK-SURVEY-20260903-205,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,B,18～22岁,16,0.0,没玩过《明日方舟》,400.0,True,买过《明日方舟》官方或正版授权周边,350.0,12,德克萨斯,夕,维什戴尔,德克萨斯,毛绒玩偶,4,150.0,官方商城,4,很喜欢这个角色｜想支持作品或官方｜画面或造型设计很好看,发货进度不透明｜已经有很多同类周边｜设计不太喜欢,直接降价,75.0,115.5,4,配色｜实用性,是否容易缺货或限量｜材质和工艺｜发货时间,更喜欢B款,角色和画面设计=1｜材质与做工=4｜正版授权=3｜实用性=2｜价格=6｜限定或收藏价值=5,-,希望多出一些冷门角色的周边，不要总集中在少数热门角色。,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
REAL-ARK-SURVEY-20260903-206,REAL-ARK-SURVEY-20260903-206,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,A,36岁及以上,2,0.0,没玩过《明日方舟》,0.0,False,没买过方舟正版周边，但买过其他ACG正版周边,100.0,2,银灰,泥岩,煌,银灰,手办模玩,3,1000.0,官方商城,3,材质和做工让人放心｜很喜欢这个角色｜是限定、联名或活动纪念款,设计不太喜欢｜材质、尺寸或实物效果说不清楚,角色套装更优惠,75.0,200.0,4,角色选择,实物图和细节｜材质和工艺,更喜欢A款,角色和画面设计=5｜材质与做工=3｜正版授权=2｜实用性=4｜价格=1｜限定或收藏价值=6,希望配色更贴近角色原设,希望多做毛绒和桌面摆件，少一点重复款吧唧。,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
REAL-ARK-SURVEY-20260903-207,REAL-ARK-SURVEY-20260903-207,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,A,18～22岁,2,,玩过《明日方舟》,200.0,False,还没有买过正版周边,0.0,0,泥岩,诗怀雅,陈,泥岩,装饰摆件,3,200.0,淘宝/天猫,4,朋友推荐或社区评价很好｜是限定、联名或活动纪念款,设计不太喜欢｜价格比预期高｜不确定买回来怎么摆或怎么用,直接降价,45.0,75.5,3,配件或玩法｜画面或造型｜实用性,是否为正版授权｜具体尺寸｜实物图和细节,更喜欢A款,角色和画面设计=2｜材质与做工=1｜正版授权=6｜实用性=4｜价格=3｜限定或收藏价值=5,希望实物图和细节展示更充分,希望多出一些冷门角色的周边，不要总集中在少数热门角色。,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
REAL-ARK-SURVEY-20260903-208,REAL-ARK-SURVEY-20260903-208,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,B,18～22岁,0,0.0,没玩过《明日方舟》,,False,没买过方舟正版周边，但买过其他ACG正版周边,750.0,2,能天使,泥岩,艾雅法拉,能天使,吧唧（徽章）,3,30.0,B站会员购,3,很喜欢这个角色｜材质和做工让人放心｜画面或造型设计很好看,预售时间太长｜材质、尺寸或实物效果说不清楚｜设计不太喜欢,直接降价,45.0,20.5,5,配件或玩法｜角色选择,售后规则｜最终价格｜发货时间,更喜欢B款,角色和画面设计=1｜材质与做工=3｜正版授权=2｜实用性=5｜价格=4｜限定或收藏价值=6,-,希望包装在保护商品的同时不要过度增加体积和运费。,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
REAL-ARK-SURVEY-20260903-209,REAL-ARK-SURVEY-20260903-209,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,tie,18～22岁,6,0.0,没玩过《明日方舟》,200.0,False,没买过方舟正版周边，但买过其他ACG正版周边,750.0,4,锏,凯尔希,煌,锏,装饰摆件,3,100.0,线下展会或快闪店,1,朋友推荐或社区评价很好｜价格合适,运费太高｜担心不是正版,不太在意促销，更看重商品本身,135.0,75.5,3,画面或造型｜配件或玩法｜实用性,材质和工艺｜最终价格｜实物图和细节,两款都不太喜欢,角色和画面设计=2｜材质与做工=1｜正版授权=5｜实用性=3｜价格=4｜限定或收藏价值=6,-,希望多出一些冷门角色的周边，不要总集中在少数热门角色。,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
REAL-ARK-SURVEY-20260903-210,REAL-ARK-SURVEY-20260903-210,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,A,18～22岁,28,2.0,玩过《明日方舟》,750.0,True,买过《明日方舟》官方或正版授权周边,3500.0,4,玛恩纳,泥岩,能天使,玛恩纳,毛绒玩偶,5,300.0,B站会员购,4,想支持作品或官方,发货进度不透明｜设计不太喜欢｜售后或退换不方便,满额赠品,75.0,115.5,4,画面或造型｜配色,发货时间｜最终价格｜实物图和细节,更喜欢A款,角色和画面设计=2｜材质与做工=1｜正版授权=4｜实用性=5｜价格=6｜限定或收藏价值=3,-,希望包装在保护商品的同时不要过度增加体积和运费。,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
REAL-ARK-SURVEY-20260903-211,REAL-ARK-SURVEY-20260903-211,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,B,23～26岁,28,48.0,玩过《明日方舟》,,True,买过《明日方舟》官方或正版授权周边,2000.0,4,史尔特尔,泥岩,拉普兰德,史尔特尔,日用生活,3,300.0,B站会员购,4,画面或造型设计很好看｜价格合适,材质、尺寸或实物效果说不清楚｜价格比预期高｜设计不太喜欢,直接降价,30.0,250.0,3,画面或造型｜实用性｜收藏价值,实物图和细节｜具体尺寸｜最终价格,更喜欢B款,角色和画面设计=2｜材质与做工=1｜正版授权=5｜实用性=4｜价格=3｜限定或收藏价值=6,希望提升日常实用性,希望多做毛绒和桌面摆件，少一点重复款吧唧。,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
REAL-ARK-SURVEY-20260903-212,REAL-ARK-SURVEY-20260903-212,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,B,18～22岁,16,,玩过《明日方舟》,200.0,False,没买过方舟正版周边，但买过其他ACG正版周边,3500.0,8,伊芙利特,煌,凯尔希,伊芙利特,手办模玩,2,2000.0,官方商城,5,价格合适｜很喜欢这个角色｜想支持作品或官方,发货进度不透明｜价格比预期高｜不确定买回来怎么摆或怎么用,不太在意促销，更看重商品本身,45.0,750.5,2,暂时没有特别吸引我的地方,最终价格｜是否容易缺货或限量｜实物图和细节,更喜欢B款,角色和画面设计=2｜材质与做工=1｜正版授权=5｜实用性=6｜价格=3｜限定或收藏价值=4,-,希望多做毛绒和桌面摆件，少一点重复款吧唧。,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
REAL-ARK-SURVEY-20260903-213,REAL-ARK-SURVEY-20260903-213,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,B,18～22岁,28,84.0,玩过《明日方舟》,200.0,False,没买过方舟正版周边，但买过其他ACG正版周边,750.0,4,令,德克萨斯,银灰,令,手办模玩,4,500.0,淘宝/天猫,4,很喜欢这个角色,运费太高｜设计不太喜欢｜材质、尺寸或实物效果说不清楚,直接降价,45.0,350.5,5,画面或造型｜配色,具体尺寸｜实物图和细节,更喜欢B款,角色和画面设计=2｜材质与做工=1｜正版授权=5｜实用性=3｜价格=4｜限定或收藏价值=6,希望配色更贴近角色原设,想要更多能日常使用的周边，比如包、杯子、文具和服饰。,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
REAL-ARK-SURVEY-20260903-214,REAL-ARK-SURVEY-20260903-214,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,tie,18～22岁,6,84.0,玩过《明日方舟》,400.0,True,买过《明日方舟》官方或正版授权周边,2000.0,8,夜莺,煌,黍,夜莺,吧唧（徽章）,5,50.0,官方商城,4,有收藏或凑套装的价值｜很喜欢这个角色｜价格合适,担心不是正版｜设计不太喜欢｜材质、尺寸或实物效果说不清楚,不太在意促销，更看重商品本身,45.0,30.5,4,实用性｜画面或造型｜材质与工艺,具体尺寸｜最终价格｜售后规则,两款都可以,角色和画面设计=1｜材质与做工=2｜正版授权=5｜实用性=6｜价格=4｜限定或收藏价值=3,希望提升日常实用性,希望线下快闪和线上商城的库存分配更合理。,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
REAL-ARK-SURVEY-20260903-215,REAL-ARK-SURVEY-20260903-215,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,B,18～22岁,28,48.0,玩过《明日方舟》,1200.0,True,买过《明日方舟》官方或正版授权周边,3500.0,12,陈,阿米娅,玛恩纳,陈,日用生活,4,300.0,B站会员购,3,想支持作品或官方｜画面或造型设计很好看｜是限定、联名或活动纪念款,售后或退换不方便｜担心不是正版｜设计不太喜欢,预售特典,30.0,50.0,3,收藏价值｜画面或造型｜配色,最终价格｜售后规则｜是否为正版授权,更喜欢B款,角色和画面设计=2｜材质与做工=1｜正版授权=4｜实用性=6｜价格=5｜限定或收藏价值=3,希望售后规则更明确,想看到更多阵营主题、干员小队主题的组合周边。,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
REAL-ARK-SURVEY-20260903-216,REAL-ARK-SURVEY-20260903-216,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,B,23～26岁,28,48.0,玩过《明日方舟》,50.0,False,还没有买过正版周边,0.0,0,幽灵鲨,德克萨斯,夕,幽灵鲨,装饰摆件,3,100.0,淘宝/天猫,4,想支持作品或官方｜画面或造型设计很好看,不确定买回来怎么摆或怎么用｜价格比预期高,角色套装更优惠,0.0,75.5,3,配色｜角色选择,是否为正版授权｜材质和工艺｜具体尺寸,更喜欢B款,角色和画面设计=1｜材质与做工=2｜正版授权=5｜实用性=6｜价格=3｜限定或收藏价值=4,-,-,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
REAL-ARK-SURVEY-20260903-217,REAL-ARK-SURVEY-20260903-217,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,A,18～22岁,2,0.0,没玩过《明日方舟》,50.0,False,还没有买过正版周边,0.0,0,能天使,塞雷娅,霍尔海雅,能天使,毛绒玩偶,3,200.0,淘宝/天猫,4,平时真的能用到｜画面或造型设计很好看,运费太高｜材质、尺寸或实物效果说不清楚｜发货进度不透明,角色套装更优惠,45.0,115.5,5,配色｜材质与工艺,是否为正版授权｜材质和工艺｜实物图和细节,更喜欢A款,角色和画面设计=2｜材质与做工=4｜正版授权=6｜实用性=3｜价格=1｜限定或收藏价值=5,-,-,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
REAL-ARK-SURVEY-20260903-218,REAL-ARK-SURVEY-20260903-218,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,B,18～22岁,2,0.0,没玩过《明日方舟》,200.0,False,没买过方舟正版周边，但买过其他ACG正版周边,100.0,4,W,史尔特尔,德克萨斯,W,装饰摆件,4,200.0,淘宝/天猫,3,材质和做工让人放心｜很喜欢这个角色｜画面或造型设计很好看,运费太高｜设计不太喜欢｜发货进度不透明,角色套装更优惠,75.0,75.5,5,材质与工艺｜角色选择｜收藏价值,最终价格,更喜欢B款,角色和画面设计=4｜材质与做工=1｜正版授权=3｜实用性=6｜价格=2｜限定或收藏价值=5,希望缩短预售和发货周期,希望包装在保护商品的同时不要过度增加体积和运费。,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
REAL-ARK-SURVEY-20260903-219,REAL-ARK-SURVEY-20260903-219,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,A,23～26岁,6,84.0,玩过《明日方舟》,400.0,True,买过《明日方舟》官方或正版授权周边,2000.0,8,拉普兰德,令,伊芙利特,拉普兰德,通行证,3,80.0,官方商城,5,是限定、联名或活动纪念款｜材质和做工让人放心,运费太高｜设计不太喜欢｜售后或退换不方便,满额赠品,75.0,20.0,4,实用性｜画面或造型,最终价格｜实物图和细节｜是否为正版授权,更喜欢A款,角色和画面设计=5｜材质与做工=3｜正版授权=1｜实用性=6｜价格=2｜限定或收藏价值=4,-,-,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
REAL-ARK-SURVEY-20260903-220,REAL-ARK-SURVEY-20260903-220,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,B,18～22岁,6,84.0,玩过《明日方舟》,400.0,True,买过《明日方舟》官方或正版授权周边,2000.0,8,史尔特尔,W,缪尔赛思,史尔特尔,日用生活,5,150.0,二手平台,3,很喜欢这个角色｜是限定、联名或活动纪念款｜画面或造型设计很好看,材质、尺寸或实物效果说不清楚｜设计不太喜欢｜价格比预期高,预售特典,45.0,50.0,5,画面或造型｜角色选择,实物图和细节｜最终价格｜发货时间,更喜欢B款,角色和画面设计=2｜材质与做工=1｜正版授权=3｜实用性=5｜价格=4｜限定或收藏价值=6,希望材质和做工更扎实,希望同一角色能做统一主题套装，方便收藏。,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
REAL-ARK-SURVEY-20260903-221,REAL-ARK-SURVEY-20260903-221,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,A,18～22岁,6,48.0,玩过《明日方舟》,50.0,True,买过《明日方舟》官方或正版授权周边,350.0,8,史尔特尔,浊心斯卡蒂,维什戴尔,史尔特尔,日用生活,5,200.0,官方商城,3,很喜欢这个角色｜有收藏或凑套装的价值｜价格合适,设计不太喜欢｜运费太高,角色套装更优惠,30.0,250.0,4,配色｜尺寸｜收藏价值,是否为正版授权｜具体尺寸｜是否容易缺货或限量,更喜欢A款,角色和画面设计=1｜材质与做工=2｜正版授权=5｜实用性=6｜价格=4｜限定或收藏价值=3,希望缩短预售和发货周期,-,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
REAL-ARK-SURVEY-20260903-222,REAL-ARK-SURVEY-20260903-222,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,B,18～22岁,16,84.0,玩过《明日方舟》,50.0,True,买过《明日方舟》官方或正版授权周边,,8,拉普兰德,艾雅法拉,夕,拉普兰德,装饰摆件,5,400.0,二手平台,4,材质和做工让人放心,价格比预期高｜运费太高｜预售时间太长,直接降价,45.0,75.5,4,材质与工艺｜配件或玩法｜尺寸,最终价格｜实物图和细节｜材质和工艺,更喜欢B款,角色和画面设计=1｜材质与做工=2｜正版授权=4｜实用性=6｜价格=3｜限定或收藏价值=5,-,想看到更多阵营主题、干员小队主题的组合周边。,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
REAL-ARK-SURVEY-20260903-223,REAL-ARK-SURVEY-20260903-223,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,tie,18～22岁,6,,玩过《明日方舟》,0.0,False,还没有买过正版周边,0.0,0,幽灵鲨,维什戴尔,陈,幽灵鲨,手办模玩,4,800.0,B站会员购,4,价格合适｜是限定、联名或活动纪念款｜平时真的能用到,材质、尺寸或实物效果说不清楚｜设计不太喜欢｜运费太高,预售特典,135.0,750.5,2,尺寸,最终价格｜实物图和细节｜是否容易缺货或限量,两款都可以,角色和画面设计=2｜材质与做工=1｜正版授权=5｜实用性=3｜价格=4｜限定或收藏价值=6,希望提升日常实用性,-,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
REAL-ARK-SURVEY-20260903-224,REAL-ARK-SURVEY-20260903-224,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,A,18～22岁,0,24.0,玩过《明日方舟》,200.0,True,买过《明日方舟》官方或正版授权周边,350.0,2,陈,锏,德克萨斯,陈,亚克力制品,5,150.0,官方商城,4,画面或造型设计很好看｜价格合适｜很喜欢这个角色,已经有很多同类周边｜预售时间太长｜设计不太喜欢,预售特典,30.0,30.0,5,配色｜角色选择｜配件或玩法,最终价格,更喜欢A款,角色和画面设计=1｜材质与做工=4｜正版授权=6｜实用性=5｜价格=3｜限定或收藏价值=2,希望增加可替换配件或玩法,如果有长期补货机制会更愿意购买，不喜欢抢限量。,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
REAL-ARK-SURVEY-20260903-225,REAL-ARK-SURVEY-20260903-225,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,A,18～22岁,6,48.0,玩过《明日方舟》,,True,买过《明日方舟》官方或正版授权周边,350.0,12,斯卡蒂,塞雷娅,棘刺,斯卡蒂,通行证,4,80.0,官方商城,5,画面或造型设计很好看｜有收藏或凑套装的价值,预售时间太长｜发货进度不透明｜不确定买回来怎么摆或怎么用,满额赠品,75.0,30.5,3,画面或造型｜实用性｜角色选择,实物图和细节｜是否为正版授权｜最终价格,更喜欢A款,角色和画面设计=1｜材质与做工=2｜正版授权=4｜实用性=3｜价格=6｜限定或收藏价值=5,希望减少容易刮花的材质,-,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
REAL-ARK-SURVEY-20260903-226,REAL-ARK-SURVEY-20260903-226,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,B,18～22岁,28,24.0,玩过《明日方舟》,,False,没买过方舟正版周边，但买过其他ACG正版周边,100.0,2,德克萨斯,霍尔海雅,玛恩纳,德克萨斯,通行证,2,50.0,B站会员购,4,很喜欢这个角色｜朋友推荐或社区评价很好,价格比预期高｜发货进度不透明,包邮,30.0,30.5,3,材质与工艺｜画面或造型,最终价格｜是否容易缺货或限量,更喜欢B款,角色和画面设计=1｜材质与做工=5｜正版授权=2｜实用性=6｜价格=3｜限定或收藏价值=4,-,希望官方把预售周期和发货进度写得更透明。,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
