operator,scenario,score,rank,in_top_k
怒潮凛冬,perturb_138,29.1578323027,51.0,False
拉普兰德,perturb_138,41.4505266161,40.0,False
斩业星熊,perturb_138,61.5897430013,20.0,False
斯卡蒂,perturb_138,44.1597302148,37.0,False
新约能天使,perturb_138,94.4532243989,1.0,True
望,perturb_138,67.9650664365,14.0,False
棘刺,perturb_138,65.7458765911,16.0,False
死芒,perturb_138,59.1770514201,25.0,False
泥岩,perturb_138,58.6516413171,29.0,False
浊心斯卡蒂,perturb_138,71.1926341892,9.0,True
温蒂,perturb_138,44.6762214608,36.0,False
焰狐龙梓兰,perturb_138,71.7115745001,8.0,True
煌,perturb_138,28.6795199047,52.0,False
玛恩纳,perturb_138,69.094235805,12.0,False
真言,perturb_138,55.1918429804,31.0,False
纯烬艾雅法拉,perturb_138,58.6524648939,28.0,False
结城理,perturb_138,66.0740030856,15.0,False
维什戴尔,perturb_138,92.4647401459,2.0,True
维娜·维多利亚,perturb_138,60.4311322083,22.0,False
缄默德克萨斯,perturb_138,33.4678747222,47.0,False
缇缇,perturb_138,35.4594866862,45.0,False
缪尔赛思,perturb_138,40.3464441717,42.0,False
能天使,perturb_138,70.1343649844,11.0,False
艾雅法拉,perturb_138,27.2294642167,53.0,False
荒芜拉普兰德,perturb_138,61.802377801,19.0,False
诗怀雅,perturb_138,29.6441806481,50.0,False
谬因,perturb_138,33.5671182838,46.0,False
贝洛内,perturb_138,42.9732562899,38.0,False
赤刃明霄陈,perturb_138,70.7942940003,10.0,True
逻各斯,perturb_138,65.2572639327,17.0,False
酒神,perturb_138,59.0628917168,26.0,False
重岳,perturb_138,55.9871334679,30.0,False
铃兰,perturb_138,31.4249252137,49.0,False
银灰,perturb_138,47.2412436149,34.0,False
锏,perturb_138,32.8310035672,48.0,False
阿米娅,perturb_138,76.0872467721,5.0,True
陈,perturb_138,17.9795039179,58.0,False
霍尔海雅,perturb_138,18.8087794802,57.0,False
黍,perturb_138,38.3444119212,44.0,False
Mon3tr,perturb_139,58.9530163054,24.0,False
W,perturb_139,60.390625,22.0,False
予愿安洁莉娜,perturb_139,75.5196869213,7.0,True
令,perturb_139,58.559856236,25.0,False
伊芙利特,perturb_139,23.6909546216,55.0,False
余,perturb_139,27.3967698429,53.0,False
佩佩,perturb_139,38.8530182782,43.0,False
凛御银灰,perturb_139,76.7962644922,4.0,True
凯尔希,perturb_139,66.3384094914,15.0,False
凯尔希·思衡托,perturb_139,83.7308518259,3.0,True
史尔特尔,perturb_139,66.1451760503,16.0,False
司霆惊蛰,perturb_139,43.5496196709,35.0,False
塑心,perturb_139,40.3509837199,41.0,False
塞雷娅,perturb_139,75.6436082168,6.0,True
夕,perturb_139,21.731579931,56.0,False
夜莺,perturb_139,15.8045515593,59.0,False
娜斯提,perturb_139,36.3762511993,44.0,False
年,perturb_139,15.6554164156,60.0,False
幽灵鲨,perturb_139,44.8876452665,34.0,False
归溟幽灵鲨,perturb_139,54.1085600182,31.0,False
德克萨斯,perturb_139,56.6328237721,28.0,False
怒潮凛冬,perturb_139,27.838247989,52.0,False
拉普兰德,perturb_139,39.7812004785,42.0,False
斩业星熊,perturb_139,59.497128455,23.0,False
斯卡蒂,perturb_139,42.8773006452,37.0,False
新约能天使,perturb_139,94.439881678,1.0,True
望,perturb_139,66.5604751462,14.0,False
棘刺,perturb_139,67.8541738606,13.0,False
死芒,perturb_139,57.4260959101,27.0,False
泥岩,perturb_139,58.501895801,26.0,False
浊心斯卡蒂,perturb_139,70.1325555324,10.0,True
温蒂,perturb_139,43.5271924724,36.0,False
焰狐龙梓兰,perturb_139,71.3891126112,9.0,True
煌,perturb_139,26.8591526159,54.0,False
玛恩纳,perturb_139,69.4485919997,11.0,False
真言,perturb_139,53.7258333654,32.0,False
纯烬艾雅法拉,perturb_139,61.7719386229,21.0,False
结城理,perturb_139,64.5158346155,18.0,False
维什戴尔,perturb_139,92.1780061361,2.0,True
维娜·维多利亚,perturb_139,63.1421960351,19.0,False
缄默德克萨斯,perturb_139,35.4913544434,45.0,False
缇缇,perturb_139,32.3929619522,47.0,False
缪尔赛思,perturb_139,40.780780735,40.0,False
能天使,perturb_139,69.0894352916,12.0,False
艾雅法拉,perturb_139,27.9796867607,51.0,False
荒芜拉普兰德,perturb_139,62.603185608,20.0,False
诗怀雅,perturb_139,30.6654400846,50.0,False
谬因,perturb_139,31.1107617078,49.0,False
贝洛内,perturb_139,41.7031077677,38.0,False
赤刃明霄陈,perturb_139,71.7684551311,8.0,True
逻各斯,perturb_139,65.5615388483,17.0,False
酒神,perturb_139,55.8592265764,30.0,False
重岳,perturb_139,56.3542632295,29.0,False
铃兰,perturb_139,32.0807158931,48.0,False
银灰,perturb_139,48.3133816444,33.0,False
锏,perturb_139,32.9929579523,46.0,False
阿米娅,perturb_139,75.9756228267,5.0,True
陈,perturb_139,17.1655460944,58.0,False
霍尔海雅,perturb_139,19.3998382377,57.0,False
黍,perturb_139,41.6733342165,39.0,False
Mon3tr,perturb_140,58.9007799844,25.0,False
W,perturb_140,60.390625,24.0,False
予愿安洁莉娜,perturb_140,77.708265377,4.0,True
令,perturb_140,64.0756301068,19.0,False
伊芙利特,perturb_140,21.4067288578,56.0,False
余,perturb_140,28.7731489144,50.0,False
佩佩,perturb_140,36.4485022751,44.0,False
凛御银灰,perturb_140,76.1086919209,6.0,True
凯尔希,perturb_140,62.3244676817,22.0,False
凯尔希·思衡托,perturb_140,81.8120505265,3.0,True
史尔特尔,perturb_140,71.2749594527,11.0,False
司霆惊蛰,perturb_140,41.8334988583,39.0,False
塑心,perturb_140,38.4271515523,42.0,False
塞雷娅,perturb_140,74.8571451572,7.0,True
夕,perturb_140,25.2605501508,55.0,False
夜莺,perturb_140,13.5745439916,60.0,False
娜斯提,perturb_140,33.4693890544,45.0,False
年,perturb_140,16.9828645658,59.0,False
幽灵鲨,perturb_140,51.8874178402,33.0,False
归溟幽灵鲨,perturb_140,56.5943782216,29.0,False
德克萨斯,perturb_140,64.1225947884,18.0,False
怒潮凛冬,perturb_140,26.3963335858,53.0,False
拉普兰德,perturb_140,43.7905941835,37.0,False
斩业星熊,perturb_140,57.2105212079,27.0,False
斯卡蒂,perturb_140,45.957444739,35.0,False
新约能天使,perturb_140,95.2024319132,1.0,True
望,perturb_140,65.0256733218,16.0,False
棘刺,perturb_140,62.7904576639,21.0,False
死芒,perturb_140,55.5128206893,30.0,False
泥岩,perturb_140,58.8615551366,26.0,False
浊心斯卡蒂,perturb_140,72.6786563798,9.0,True
温蒂,perturb_140,46.2869345558,34.0,False
焰狐龙梓兰,perturb_140,71.0367573752,12.0,False
煌,perturb_140,31.2313175176,47.0,False
玛恩纳,perturb_140,68.5974979779,13.0,False
真言,perturb_140,52.1239195223,32.0,False
纯烬艾雅法拉,perturb_140,65.1805984968,15.0,False
结城理,perturb_140,62.8132184687,20.0,False
维什戴尔,perturb_140,92.8666849438,2.0,True
维娜·维多利亚,perturb_140,66.1045849779,14.0,False
缄默德克萨斯,perturb_140,37.7024178247,43.0,False
缇缇,perturb_140,29.0421596307,49.0,False
缪尔赛思,perturb_140,41.7880581564,40.0,False
能天使,perturb_140,71.5991513011,10.0,True
艾雅法拉,perturb_140,26.1777994736,54.0,False
荒芜拉普兰德,perturb_140,61.7159735462,23.0,False
诗怀雅,perturb_140,28.2125753844,52.0,False
谬因,perturb_140,28.4266922705,51.0,False
贝洛内,perturb_140,40.3152120271,41.0,False
赤刃明霄陈,perturb_140,72.8329244119,8.0,True
逻各斯,perturb_140,64.8307302282,17.0,False
酒神,perturb_140,52.3585704522,31.0,False
重岳,perturb_140,56.7554272062,28.0,False
铃兰,perturb_140,30.5056354084,48.0,False
银灰,perturb_140,45.738316551,36.0,False
锏,perturb_140,32.6039753098,46.0,False
阿米娅,perturb_140,76.2437216326,5.0,True
陈,perturb_140,19.1205130121,57.0,False
霍尔海雅,perturb_140,17.980231123,58.0,False
黍,perturb_140,41.9740308613,38.0,False
Mon3tr,perturb_141,59.004924059,27.0,False
W,perturb_141,60.390625,22.0,False
予愿安洁莉娜,perturb_141,73.3448746626,7.0,True
令,perturb_141,60.9333394012,21.0,False
伊芙利特,perturb_141,22.7080333629,56.0,False
余,perturb_141,26.0290482202,54.0,False
佩佩,perturb_141,41.2424098332,41.0,False
凛御银灰,perturb_141,77.4795122199,4.0,True
凯尔希,perturb_141,64.6111770967,18.0,False
凯尔希·思衡托,perturb_141,80.9768147346,3.0,True
史尔特尔,perturb_141,68.352564321,13.0,False
司霆惊蛰,perturb_141,45.2549460532,35.0,False
塑心,perturb_141,42.2627149492,39.0,False
塞雷娅,perturb_141,75.3051866506,6.0,True
夕,perturb_141,23.2501250351,55.0,False
夜莺,perturb_141,14.8449608393,60.0,False
娜斯提,perturb_141,39.26482913,43.0,False
年,perturb_141,16.2266283454,59.0,False
幽灵鲨,perturb_141,47.8997053605,33.0,False
归溟幽灵鲨,perturb_141,51.6383776551,32.0,False
德克萨斯,perturb_141,59.8557342529,24.0,False
怒潮凛冬,perturb_141,29.2710927252,51.0,False
拉普兰德,perturb_141,41.506475786,40.0,False
斩业星熊,perturb_141,61.7693529021,19.0,False
斯卡蒂,perturb_141,44.2027121512,37.0,False
新约能天使,perturb_141,94.452379352,1.0,True
望,perturb_141,68.0856230401,14.0,False
棘刺,perturb_141,65.6752148555,16.0,False
死芒,perturb_141,59.3273365961,26.0,False
泥岩,perturb_141,58.656660191,28.0,False
浊心斯卡蒂,perturb_141,71.2281638078,9.0,True
温蒂,perturb_141,44.7147323405,36.0,False
焰狐龙梓兰,perturb_141,71.7392515265,8.0,True
煌,perturb_141,28.740531373,52.0,False
玛恩纳,perturb_141,69.0823591954,12.0,False
真言,perturb_141,55.3176711421,31.0,False
纯烬艾雅法拉,perturb_141,58.3847192797,29.0,False
结城理,perturb_141,66.2077412768,15.0,False
维什戴尔,perturb_141,92.4743503291,2.0,True
维娜·维多利亚,perturb_141,60.1984405711,23.0,False
缄默德克萨斯,perturb_141,33.2941986897,47.0,False
缇缇,perturb_141,35.722687668,45.0,False
缪尔赛思,perturb_141,40.3046250983,42.0,False
能天使,perturb_141,70.16938687,11.0,False
艾雅法拉,perturb_141,27.2043197421,53.0,False
荒芜拉普兰德,perturb_141,61.7426129535,20.0,False
诗怀雅,perturb_141,29.6099520953,50.0,False
谬因,perturb_141,33.777948301,46.0,False
贝洛内,perturb_141,43.0822736196,38.0,False
赤刃明霄陈,perturb_141,70.7106813807,10.0,True
逻各斯,perturb_141,65.2470658482,17.0,False
酒神,perturb_141,59.3378635118,25.0,False
重岳,perturb_141,55.9556225811,30.0,False
铃兰,perturb_141,31.4029457194,49.0,False
银灰,perturb_141,47.2053098141,34.0,False
锏,perturb_141,32.8255755006,48.0,False
阿米娅,perturb_141,76.0909879626,5.0,True
陈,perturb_141,18.0067845455,58.0,False
霍尔海雅,perturb_141,18.7889695424,57.0,False
黍,perturb_141,38.11684079,44.0,False
Mon3tr,perturb_142,58.9942391605,25.0,False
W,perturb_142,60.390625,22.0,False
予愿安洁莉娜,perturb_142,73.7925466688,7.0,True
令,perturb_142,59.7643826102,23.0,False
伊芙利特,perturb_142,23.1921288463,55.0,False
余,perturb_142,26.3105854794,54.0,False
佩佩,perturb_142,40.7505679711,40.0,False
凛御银灰,perturb_142,77.3388697899,4.0,True
凯尔希,perturb_142,65.4618509363,17.0,False
凯尔希·思衡托,perturb_142,82.137286283,3.0,True
史尔特尔,perturb_142,67.2654104085,14.0,False
司霆惊蛰,perturb_142,44.9039148874,35.0,False
塑心,perturb_142,41.8691965886,39.0,False
塞雷娅,perturb_142,75.4718616007,6.0,True
夕,perturb_142,22.5022311221,56.0,False
夜莺,perturb_142,15.3175658719,60.0,False
娜斯提,perturb_142,38.6702327588,44.0,False
年,perturb_142,15.9453025394,59.0,False
幽灵鲨,perturb_142,46.416245038,34.0,False
归溟幽灵鲨,perturb_142,52.1468498184,32.0,False
德克萨斯,perturb_142,58.268428664,29.0,False
怒潮凛冬,perturb_142,28.9761502653,51.0,False
拉普兰德,perturb_142,40.6567658253,41.0,False
斩业星熊,perturb_142,61.3016291836,20.0,False
斯卡蒂,perturb_142,43.5499378642,37.0,False
新约能天使,perturb_142,94.3396629338,1.0,True
望,perturb_142,67.771680531,13.0,False
棘刺,perturb_142,66.7483671591,15.0,False
死芒,perturb_142,58.9359776506,26.0,False
泥岩,perturb_142,58.580437664,28.0,False
浊心斯卡蒂,perturb_142,70.6885691932,10.0,True
温蒂,perturb_142,44.1298607839,36.0,False
焰狐龙梓兰,perturb_142,71.6671775394,8.0,True
煌,perturb_142,27.8139393892,52.0,False
玛恩纳,perturb_142,69.2627313716,12.0,False
真言,perturb_142,54.9900009223,31.0,False
纯烬艾雅法拉,perturb_142,59.0819579828,24.0,False
结城理,perturb_142,65.8594724797,16.0,False
维什戴尔,perturb_142,92.3283987749,2.0,True
维娜·维多利亚,perturb_142,60.8043949052,21.0,False
缄默德克萨斯,perturb_142,33.7464699698,46.0,False
缇缇,perturb_142,35.0372836819,45.0,False
缪尔赛思,perturb_142,40.3348261621,42.0,False
能天使,perturb_142,69.6375032864,11.0,False
艾雅法拉,perturb_142,27.5861933341,53.0,False
荒芜拉普兰德,perturb_142,62.1462313708,19.0,False
诗怀雅,perturb_142,30.1297871929,50.0,False
谬因,perturb_142,33.2289240033,47.0,False
贝洛内,perturb_142,42.7983806347,38.0,False
赤刃明霄陈,perturb_142,70.928417737,9.0,True
逻各斯,perturb_142,65.4019459647,18.0,False
酒神,perturb_142,58.6218070479,27.0,False
重岳,perturb_142,56.0376803579,30.0,False
铃兰,perturb_142,31.7367521938,49.0,False
银灰,perturb_142,47.7510428153,33.0,False
锏,perturb_142,32.9080125099,48.0,False
阿米娅,perturb_142,76.0341698394,5.0,True
陈,perturb_142,17.5924688197,58.0,False
霍尔海雅,perturb_142,19.0898265783,57.0,False
黍,perturb_142,39.1047926309,43.0,False
Mon3tr,perturb_143,58.9876916013,26.0,False
W,perturb_143,60.390625,23.0,False
予愿安洁莉娜,perturb_143,74.0668739341,7.0,True
令,perturb_143,60.4385648348,22.0,False
伊芙利特,perturb_143,22.9129324103,56.0,False
余,perturb_143,26.4831076505,54.0,False
佩佩,perturb_143,40.4491740239,42.0,False
凛御银灰,perturb_143,77.2526860377,4.0,True
凯尔希,perturb_143,64.9712346997,18.0,False
凯尔希·思衡托,perturb_143,80.951790091,3.0,True
史尔特尔,perturb_143,67.892413775,13.0,False
司霆惊蛰,perturb_143,44.6888078035,35.0,False
塑心,perturb_143,41.6280539345,39.0,False
塞雷娅,perturb_143,75.3757337631,6.0,True
夕,perturb_143,22.9335702323,55.0,False
夜莺,perturb_143,15.0449964196,60.0,False
娜斯提,perturb_143,38.3058722576,44.0,False
年,perturb_143,16.1075539239,59.0,False
幽灵鲨,perturb_143,47.2718135141,34.0,False
归溟幽灵鲨,perturb_143,52.4584345862,32.0,False
德克萨斯,perturb_143,59.183888689,25.0,False
怒潮凛冬,perturb_143,28.7954135711,51.0,False
拉普兰德,perturb_143,41.146826156,40.0,False
斩业星熊,perturb_143,61.015014504,21.0,False
斯卡蒂,perturb_143,43.9264178371,37.0,False
新约能天使,perturb_143,94.6043904129,1.0,True
望,perturb_143,67.5793008673,14.0,False
棘刺,perturb_143,66.1294390576,15.0,False
死芒,perturb_143,58.6961582566,27.0,False
泥岩,perturb_143,58.6243981193,28.0,False
浊心斯卡蒂,perturb_143,70.9997741072,10.0,True
温蒂,perturb_143,44.4671786473,36.0,False
焰狐龙梓兰,perturb_143,71.6230115886,8.0,True
煌,perturb_143,28.348340532,52.0,False
玛恩纳,perturb_143,69.1587038182,12.0,False
真言,perturb_143,54.7892091057,31.0,False
纯烬艾雅法拉,perturb_143,59.5092162971,24.0,False
结城理,perturb_143,65.6460581375,16.0,False
维什戴尔,perturb_143,92.4125746351,2.0,True
维娜·维多利亚,perturb_143,61.1757154103,20.0,False
缄默德克萨斯,perturb_143,34.0236156071,46.0,False
缇缇,perturb_143,34.6172775199,45.0,False
缪尔赛思,perturb_143,40.4699622421,41.0,False
能天使,perturb_143,69.944260953,11.0,False
艾雅法拉,perturb_143,27.3659521843,53.0,False
荒芜拉普兰德,perturb_143,61.6768363433,19.0,False
诗怀雅,perturb_143,29.8299783503,50.0,False
谬因,perturb_143,32.8924894438,47.0,False
贝洛内,perturb_143,42.6244149073,38.0,False
赤刃明霄陈,perturb_143,71.0618435898,9.0,True
逻各斯,perturb_143,65.3126206601,17.0,False
酒神,perturb_143,58.1830174679,29.0,False
重岳,perturb_143,56.087964238,30.0,False
铃兰,perturb_143,31.5442331946,49.0,False
银灰,perturb_143,47.4362976582,33.0,False
锏,perturb_143,32.8604679242,48.0,False
阿米娅,perturb_143,76.0669390307,5.0,True
陈,perturb_143,17.8314205926,58.0,False
霍尔海雅,perturb_143,18.9163107843,57.0,False
黍,perturb_143,39.1523115062,43.0,False
Mon3tr,perturb_144,58.8915417439,25.0,False
W,perturb_144,60.390625,23.0,False
予愿安洁莉娜,perturb_144,78.0953258316,4.0,True
令,perturb_144,61.0059462453,22.0,False
伊芙利特,perturb_144,22.6779649758,56.0,False
余,perturb_144,29.0165680651,49.0,False
佩佩,perturb_144,36.0232522437,44.0,False
凛御银灰,perturb_144,75.9870914587,6.0,True
凯尔希,perturb_144,64.5583396066,19.0,False
凯尔希·思衡托,perturb_144,83.164584824,3.0,True
史尔特尔,perturb_144,68.4200901828,13.0,False
司霆惊蛰,perturb_144,41.5299947733,40.0,False
塑心,perturb_144,38.0869127314,43.0,False
塞雷娅,perturb_144,75.2948340506,7.0,True
夕,perturb_144,23.2965786057,55.0,False
夜莺,perturb_144,14.8156061529,60.0,False
娜斯提,perturb_144,32.9552967311,45.0,False
年,perturb_144,16.2441021983,59.0,False
幽灵鲨,perturb_144,47.9918468094,33.0,False
归溟幽灵鲨,perturb_144,57.0340069318,27.0,False
德克萨斯,perturb_144,59.9543257923,24.0,False
怒潮凛冬,perturb_144,26.1413242016,54.0,False
拉普兰德,perturb_144,41.5592534072,39.0,False
斩业星熊,perturb_144,56.8061238978,29.0,False
斯卡蒂,perturb_144,44.2432576028,36.0,False
新约能天使,perturb_144,95.079674199,1.0,True
望,perturb_144,64.7542363577,18.0,False
棘刺,perturb_144,65.6085586688,16.0,False
死芒,perturb_144,55.1744489144,30.0,False
泥岩,perturb_144,58.6613945637,26.0,False
浊心斯卡蒂,perturb_144,71.2616793854,9.0,True
温蒂,perturb_144,44.7510601828,35.0,False
焰狐龙梓兰,perturb_144,70.9744416847,10.0,True
煌,perturb_144,28.7980843299,50.0,False
玛恩纳,perturb_144,69.0711558262,12.0,False
真言,perturb_144,51.8406134802,31.0,False
纯烬艾雅法拉,perturb_144,65.7834361226,15.0,False
结城理,perturb_144,62.5121027477,20.0,False
维什戴尔,perturb_144,92.4834157469,2.0,True
维娜·维多利亚,perturb_144,66.6284974781,14.0,False
缄默德克萨斯,perturb_144,38.0934548447,42.0,False
缇缇,perturb_144,28.4495543868,51.0,False
缪尔赛思,perturb_144,41.7540727487,38.0,False
能天使,perturb_144,70.2024234961,11.0,False
艾雅法拉,perturb_144,27.1806006136,53.0,False
荒芜拉普兰德,perturb_144,62.1831058526,21.0,False
诗怀雅,perturb_144,29.5776638309,48.0,False
谬因,perturb_144,27.9520018916,52.0,False
贝洛内,perturb_144,40.0697560989,41.0,False
赤刃明霄陈,perturb_144,73.0211808405,8.0,True
逻各斯,perturb_144,65.237445855,17.0,False
酒神,perturb_144,51.7394628543,32.0,False
重岳,perturb_144,56.8263749535,28.0,False
铃兰,perturb_144,31.3822121604,47.0,False
银灰,perturb_144,47.1714129659,34.0,False
锏,perturb_144,32.8204551308,46.0,False
阿米娅,perturb_144,76.0945170791,5.0,True
陈,perturb_144,18.0325187365,58.0,False
霍尔海雅,perturb_144,18.7702825558,57.0,False
黍,perturb_144,43.9379474609,37.0,False
Mon3tr,perturb_145,59.0266407893,26.0,False
W,perturb_145,60.390625,23.0,False
予愿安洁莉娜,perturb_145,72.4349949634,7.0,True
令,perturb_145,60.6038645348,22.0,False
伊芙利特,perturb_145,22.8444774949,56.0,False
余,perturb_145,25.4568323271,54.0,False
佩佩,perturb_145,42.2420634174,40.0,False
凛御银灰,perturb_145,77.7653636697,4.0,True
凯尔希,perturb_145,64.8509427166,18.0,False
凯尔希·思衡托,perturb_145,81.0621046023,3.0,True
史尔特尔,perturb_145,68.0461459035,14.0,False
司霆惊蛰,perturb_145,45.968406192,35.0,False
塑心,perturb_145,43.0625290155,39.0,False
塞雷娅,perturb_145,75.352164612,6.0,True
夕,perturb_145,23.0393283239,55.0,False
夜莺,perturb_145,14.9781663445,60.0,False
娜斯提,perturb_145,40.4733281204,42.0,False
年,perturb_145,16.1473356093,59.0,False
幽灵鲨,perturb_145,47.4815864913,33.0,False
归溟幽灵鲨,perturb_145,50.6049234906,32.0,False
德克萨斯,perturb_145,59.408346205,25.0,False
怒潮凛冬,perturb_145,29.8705542799,50.0,False
拉普兰德,perturb_145,41.266981839,41.0,False
斩业星熊,perturb_145,62.7199870952,19.0,False
斯卡蒂,perturb_145,44.0187252643,37.0,False
新约能天使,perturb_145,94.2489535729,1.0,True
望,perturb_145,68.7237016151,13.0,False
棘刺,perturb_145,65.9776868669,16.0,False
死芒,perturb_145,60.1227617169,24.0,False
泥岩,perturb_145,58.6351765852,28.0,False
浊心斯卡蒂,perturb_145,71.076077037,9.0,True
温蒂,perturb_145,44.5498840934,36.0,False
焰狐龙梓兰,perturb_145,71.8857397071,8.0,True
煌,perturb_145,28.4793679387,52.0,False
玛恩纳,perturb_145,69.1331977714,12.0,False
真言,perturb_145,55.9836508706,30.0,False
纯烬艾雅法拉,perturb_145,56.9676028804,29.0,False
结城理,perturb_145,66.9155869854,15.0,False
维什戴尔,perturb_145,92.4332133348,2.0,True
维娜·维多利亚,perturb_145,58.9668568673,27.0,False
缄默德克萨斯,perturb_145,32.3749711066,48.0,False
缇缇,perturb_145,37.1157503662,45.0,False
缪尔赛思,perturb_145,40.0210506581,43.0,False
能天使,perturb_145,70.0194734823,11.0,False
艾雅法拉,perturb_145,27.3119522497,53.0,False
荒芜拉普兰德,perturb_145,61.8467341543,20.0,False
诗怀雅,perturb_145,29.756469572,51.0,False
谬因,perturb_145,34.8938234418,46.0,False
贝洛内,perturb_145,43.6592774532,38.0,False
赤刃明霄陈,perturb_145,70.2681388771,10.0,True
逻各斯,perturb_145,65.2907193914,17.0,False
酒神,perturb_145,60.7932264362,21.0,False
重岳,perturb_145,55.7888426526,31.0,False
铃兰,perturb_145,31.4970303292,49.0,False
银灰,perturb_145,47.3591267122,34.0,False
锏,perturb_145,32.8488106816,47.0,False
阿米娅,perturb_145,76.074973561,5.0,True
陈,perturb_145,17.8900081005,58.0,False
霍尔海雅,perturb_145,18.8737672291,57.0,False
黍,perturb_145,37.22597292,44.0,False
Mon3tr,perturb_146,58.9357162936,23.0,False
W,perturb_146,60.390625,22.0,False
予愿安洁莉娜,perturb_146,76.2445165509,5.0,True
令,perturb_146,57.6827991269,26.0,False
伊芙利特,perturb_146,24.0541668366,55.0,False
余,perturb_146,27.8526092624,52.0,False
佩佩,perturb_146,38.0566728516,43.0,False
凛御银灰,perturb_146,76.5685491134,4.0,True
凯尔希,perturb_146,66.9766619439,14.0,False
凯尔希·思衡托,perturb_146,81.6346830463,3.0,True
史尔特尔,perturb_146,65.329494859,17.0,False
司霆惊蛰,perturb_146,42.9812620643,36.0,False
塑心,perturb_146,39.7138347276,41.0,False
塞雷娅,perturb_146,75.768662839,7.0,True
夕,perturb_146,21.1704422753,56.0,False
夜莺,perturb_146,16.1591425989,59.0,False
娜斯提,perturb_146,35.4135350552,45.0,False
年,perturb_146,15.4443403519,60.0,False
幽灵鲨,perturb_146,43.7746191632,34.0,False
归溟幽灵鲨,perturb_146,54.9318317099,30.0,False
德克萨斯,perturb_146,55.4418835578,29.0,False
怒潮凛冬,perturb_146,27.3607040928,53.0,False
拉普兰德,perturb_146,39.1436712152,42.0,False
斩业星熊,perturb_146,58.7398329238,24.0,False
斯卡蒂,perturb_146,42.3875303359,38.0,False
新约能天使,perturb_146,94.933467956,1.0,True
望,perturb_146,66.0521681056,15.0,False
棘刺,perturb_146,68.6593497785,13.0,False
死芒,perturb_146,56.7924432457,27.0,False
泥岩,perturb_146,58.4447067674,25.0,False
浊心斯卡蒂,perturb_146,69.7277028496,10.0,True
温蒂,perturb_146,43.0883689328,35.0,False
焰狐龙梓兰,perturb_146,71.2724169933,9.0,True
煌,perturb_146,26.1639395053,54.0,False
玛恩纳,perturb_146,69.5839235198,11.0,False
真言,perturb_146,53.1952996692,32.0,False
纯烬艾雅法拉,perturb_146,62.900843857,20.0,False
结城理,perturb_146,63.9519495842,19.0,False
维什戴尔,perturb_146,92.0685000798,2.0,True
维娜·维多利亚,perturb_146,64.1233019555,18.0,False
缄默德克萨斯,perturb_146,36.2236307973,44.0,False
缇缇,perturb_146,31.283218411,48.0,False
缪尔赛思,perturb_146,40.9665621623,40.0,False
能天使,perturb_146,68.6903681218,12.0,False
艾雅法拉,perturb_146,28.2662028674,51.0,False
荒芜拉普兰德,perturb_146,61.7634815135,21.0,False
诗怀雅,perturb_146,31.0554673906,49.0,False
谬因,perturb_146,30.2218317035,50.0,False
贝洛内,perturb_146,41.2434541724,39.0,False
赤刃明霄陈,perturb_146,72.1209939549,8.0,True
逻各斯,perturb_146,65.6777439195,16.0,False
酒神,perturb_146,54.6998533424,31.0,False
重岳,perturb_146,56.4871236878,28.0,False
铃兰,perturb_146,32.3311677008,47.0,False
银灰,perturb_146,48.7228398999,33.0,False
锏,perturb_146,33.0548096525,46.0,False
阿米娅,perturb_146,75.9329927318,6.0,True
陈,perturb_146,16.8546889647,58.0,False
霍尔海雅,perturb_146,19.6255683966,57.0,False
黍,perturb_146,42.9399350055,37.0,False
Mon3tr,perturb_147,59.0056869784,27.0,False
W,perturb_147,60.390625,23.0,False
予愿安洁莉娜,perturb_147,73.3129101408,7.0,True
令,perturb_147,61.7784199389,21.0,False
伊芙利特,perturb_147,22.3580634798,56.0,False
余,perturb_147,26.0089459941,54.0,False
佩佩,perturb_147,41.2775281558,41.0,False
凛御银灰,perturb_147,77.4895543221,4.0,True
凯尔希,perturb_147,63.9961946514,18.0,False
凯尔希·思衡托,perturb_147,82.6118291903,3.0,True
史尔特尔,perturb_147,69.1385066417,12.0,False
司霆惊蛰,perturb_147,45.2800102592,35.0,False
塑心,perturb_147,42.2908128112,39.0,False
塞雷娅,perturb_147,75.1846913872,6.0,True
夕,perturb_147,23.7908042074,55.0,False
夜莺,perturb_147,14.5032978127,60.0,False
娜斯提,perturb_147,39.3072842946,43.0,False
年,perturb_147,16.4300087999,59.0,False
幽灵鲨,perturb_147,48.9721517133,33.0,False
归溟幽灵鲨,perturb_147,51.6020719014,32.0,False
德克萨斯,perturb_147,61.0032540509,22.0,False
怒潮凛冬,perturb_147,29.2921521048,51.0,False
拉普兰德,perturb_147,42.120761409,40.0,False
斩业星熊,perturb_147,61.8027491494,20.0,False
斯卡蒂,perturb_147,44.6746259548,37.0,False
新约能天使,perturb_147,94.1526571445,1.0,True
望,perturb_147,68.1080390546,14.0,False
棘刺,perturb_147,64.8993947971,17.0,False
死芒,perturb_147,59.3552802722,26.0,False
泥岩,perturb_147,58.7117641731,28.0,False
浊心斯卡蒂,perturb_147,71.6182559913,9.0,True
温蒂,perturb_147,45.1375568396,36.0,False
焰狐龙梓兰,perturb_147,71.7443977284,8.0,True
煌,perturb_147,29.4103977513,50.0,False
玛恩纳,perturb_147,68.9519617189,13.0,False
真言,perturb_147,55.3410673379,31.0,False
纯烬艾雅法拉,perturb_147,58.3349352829,29.0,False
