bvid,title,description,owner_mid,owner_name,published_at,view,like,coin,favorite,share,reply,danmaku,source_url,source_type,metric_precision,collected_at,content_type,is_simulated
BV1F64y1d7SF,2021《明日方舟》音律联觉Ambience Synesthesia专场演出官方录播下半场,明日方舟音律联觉专场演出是由上海鹰角网络和塞壬唱片联合主办的一场以《明日方舟》音乐内容为主题的大型线下演出活动，于2021年5月2日-5月3日在世博展览馆一号馆举办。演出的音乐包含有《明日方舟》的游戏音乐以及角色EP。现场邀请到了国内一线的乐队、音乐家、歌手和演奏者们共同参演。,161775300,明日方舟,2021-06-12T02:30:01+00:00,9146812,209736,130218,48000,19739,6251,47055,https://www.bilibili.com/video/BV1F64y1d7SF,official_public_aggregate,exact_api,2026-09-02T18:57:22.030177+08:00,,
BV1P64y1d7KF,《Unbecoming》 STARSET乐队音律联觉献唱版,明日方舟,161775300,明日方舟,2021-06-12T02:00:01+00:00,922265,53452,29350,8002,4420,2050,930,https://www.bilibili.com/video/BV1P64y1d7KF,official_public_aggregate,exact_api,2026-09-02T18:57:22.030177+08:00,,
BV1MU4y1j7TR,《明日方舟》EP - Heart Forest,"#歌曲发布
塞壬唱片-MSR携手小仓唯打造全新单曲 <Heart Forest>
正式曲目已于2021年6月8日上线
歌曲链接：https://music.163.com/#/song?id=1850210271

【歌曲介绍】
怀揣未向你传达的言语，拥抱不曾约定的彼端。
踏往无法预见的明天，祈愿旅途中能发现熟悉脸庞。
《Heart Forest》，跨越泥泞后迎接光芒，共同见证有笑颜展露的远方。

【歌曲列表】
Heart Forest",161775300,明日方舟,2021-06-08T09:00:13+00:00,2668798,206293,108290,79389,20045,9921,6290,https://www.bilibili.com/video/BV1MU4y1j7TR,official_public_aggregate,exact_api,2026-09-02T18:57:49.270978+08:00,,
BV1V64y1R7DW,2021明日方舟音律联觉专场演出官方录播预告PV,"#明日方舟
2021明日方舟音律联觉Ambience Synesthesia专场演出官方录播将于6月12日10:30正式上线，本次录播为大会员专享，相关信息可关注 http://mrfz.biligame.com/yllj/

一、音律联觉原声EP将于2021年6月12日正式上架塞壬唱片官网及网易云音乐，敬请期待。
【歌曲列表】
1.  CanNot Wait For
2.  ManiFesto:
3.  灯华梦踏
4.  前航远歌

二、【明日方舟·音律联觉】BILIBILI个性装扮套装即将上线，相关信",161775300,明日方舟,2021-06-08T01:30:03+00:00,1623995,88712,34799,10304,6786,4984,2561,https://www.bilibili.com/video/BV1V64y1R7DW,official_public_aggregate,exact_api,2026-09-02T18:57:52.413633+08:00,,
BV1TU4y1j7JC,《明日方舟》EP - ManiFesto：,"#明日方舟

打破常规，做我想做。
将胜利全心全意接受，我们会站到最后。
——你即将见证宣言的力量。

音律联觉Hip-Hop主题单曲《ManiFesto:》MV正式发布",161775300,明日方舟,2021-06-08T01:00:01+00:00,3182498,124158,83162,33588,13372,6590,5089,https://www.bilibili.com/video/BV1TU4y1j7JC,official_public_aggregate,exact_api,2026-09-02T18:57:26.724569+08:00,,
BV1sv411V7CX,《可露希尔的秘密档案》04话：可露希尔的商店！,"#可露希尔的秘密档案#
04：可露希尔的商店！

档案来源：lambda:\罗德岛内务\秘密档案
发布时间：6/06 1:00 P.M.
档案类型：隐藏
档案描述：又用爆炸阻止了一场惨剧！
提供者：THRM-EX",161775300,明日方舟,2021-06-06T05:00:10+00:00,1485863,142488,52090,21124,6416,5504,7553,https://www.bilibili.com/video/BV1sv411V7CX,official_public_aggregate,exact_api,2026-09-11T22:18:12+00:00,other_official,False
BV1oV411j7cx,《明日方舟》全新故事「灯火序曲」活动宣传PV,"'--重铸未来 方舟启航--
《明日方舟》全新故事「灯火序曲」活动宣传PV

↓↓《明日方舟》bilibili服下载↓↓
https://www.biligame.com/detail/?id=101772

_________________
一、故事集「灯火序曲」限时开启
二、【革新交响曲】限时寻访开启
三、新干员登场，【标准寻访】常驻
四、i.t【crossover】系列，新装限时上架
五、新增【莱娜的憩所】主题家具，限时上架

更多活动内容请持续关注《明日方舟》游戏内公告、官网及官方自媒体资讯",161775300,明日方舟,2021-05-26T04:00:11+00:00,2282353,133214,40102,16839,18758,17559,11833,https://www.bilibili.com/video/BV1oV411j7cx,official_public_aggregate,exact_api,2026-09-11T22:18:17+00:00,event_pv,False
BV15q4y1E7tE,《可露希尔的秘密档案》03话：可露希尔的罗德岛导览！,"#可露希尔的秘密档案
03：可露希尔的罗德岛导览！

档案来源：lambda:\罗德岛内务\秘密档案
发布时间：5/23 1:00 P.M.
档案类型：可见
档案描述：博士毫不犹豫地答应去参观商店街
提供者：可露希尔",161775300,明日方舟,2021-05-23T05:00:08+00:00,1365668,140725,49123,21118,5263,3534,4581,https://www.bilibili.com/video/BV15q4y1E7tE,official_public_aggregate,exact_api,2026-09-11T22:18:12+00:00,other_official,False
BV1264y117Py,《明日方舟》危机合约新赛季「光谱行动」宣传PV,"'--重铸未来 方舟启航--
《明日方舟》危机合约新赛季「光谱行动」宣传PV

↓↓《明日方舟》bilibili服下载↓↓
https://www.biligame.com/detail/?id=101772

____________________________
二周年庆典活动 Part.2
一、「二周年庆典」，#5赛季「光谱行动」即将开启
二、「二周年庆典」，“资源收集”限时全天开放
三、「二周年庆典」，【联合行动】特选干员定向寻访开启
四、「二周年庆典」，【罗德厨房】限时复刻

更多活动内容请持续",161775300,明日方舟,2021-05-10T03:00:09+00:00,2845282,140534,39805,19855,19090,18357,8435,https://www.bilibili.com/video/BV1264y117Py,official_public_aggregate,exact_api,2026-09-11T22:18:20+00:00,gameplay_system,False
BV1NV411E7Q3,《可露希尔的秘密档案》02话：可露希尔和博士！,"#可露希尔的秘密档案
02：可露希尔和博士！

档案来源：lambda:\罗德岛内务\秘密档案
发布时间：5/09 1:00 P.M.
档案类型：隐藏
档案描述：带博士做个全面客观的体检！
提供者：阿米娅",161775300,明日方舟,2021-05-09T05:00:05+00:00,1725941,184677,72617,31722,9135,9386,7192,https://www.bilibili.com/video/BV1NV411E7Q3,official_public_aggregate,exact_api,2026-09-11T22:18:12+00:00,other_official,False
BV1oq4y1E7mr,《明日方舟》EP - Immutable,"#歌曲发布
5月2日 Immutable正式上架塞壬唱片官网及网易云音乐；

塞壬唱片官网正式上线，官网链接：https://monster-siren.hypergryph.com/
网易云音乐专辑链接：https://music.163.com/#/album?id=126685790

【专辑介绍】
缥缈的行途歌谣，摇曳在时间长河中。
找寻答案而去的风，已道不清来时的路。
《Immutable》，只见那被淡然审视着的大地，依旧如故。

【歌曲列表】
1. Immutable
2. Immutable",161775300,明日方舟,2021-05-02T02:30:05+00:00,4201051,222071,126169,109856,17015,13695,14756,https://www.bilibili.com/video/BV1oq4y1E7mr,official_public_aggregate,exact_api,2026-09-11T22:18:47+00:00,music_ep,False
BV1VK4y1Z727,《明日方舟》EP - Voices,"#歌曲发布
5月1日 Voices正式上架塞壬唱片官网及网易云音乐；

塞壬唱片官网正式上线，官网链接：https://monster-siren.hypergryph.com/
网易云音乐专辑链接：https://music.163.com/#/album?id=126686280

【专辑介绍】
海风沉默，潮汐嗫嚅，海底的光亮在静待。
《Voices》，聆听歌声残响的人啊，是在寻觅何处的呼唤？

【歌曲列表】
Voices",161775300,明日方舟,2021-05-01T02:30:13+00:00,3354556,208444,97684,71829,13505,32475,31437,https://www.bilibili.com/video/BV1VK4y1Z727,official_public_aggregate,exact_api,2026-09-11T22:18:36+00:00,music_ep,False
BV1JZ4y1F7hH,《明日方舟》二周年特别直播录像（附字幕）,再次感谢大家的支持，之后我们将在官方自媒体账号更新《明日方舟》二周年庆典相关具体内容。更多活动详情详见官网、游戏内公告及双微。,161775300,明日方舟,2021-04-27T12:26:51+00:00,1878867,124389,74489,38231,6397,7498,40648,https://www.bilibili.com/video/BV1JZ4y1F7hH,official_public_aggregate,exact_api,2026-09-11T22:18:15+00:00,other_official,False
BV1H5411w7eV,《明日方舟》二周年庆典声优祝福,"'-特别感谢-
（以下排名不分先后）

阿部敦 本渡枫 大津爱理 黑泽朋世
日笠阳子 生天目仁美 石川界人 
石见舞菜香 石上静香 田所梓
小西克幸 樱井孝宏 中原麻衣
竹达彩奈 佐藤利奈 佐仓绫音 佐仓薰

来自各位老师们为本次《明日方舟》二周年庆典送上的祝福。
非常感谢老师们的祝福与认可！",161775300,明日方舟,2021-04-27T02:00:05+00:00,1121362,107555,39550,26586,6164,4882,13175,https://www.bilibili.com/video/BV1H5411w7eV,official_public_aggregate,exact_api,2026-09-11T22:18:06+00:00,other_official,False
BV15B4y1c7Gg,《明日方舟》EP - Feels by Low Roar,"#歌曲发布
塞壬唱片-MSR携手Low Roar乐队打造明日方舟二周年庆典主题曲；
塞壬唱片官网正式上线，官网链接：https://monster-siren.hypergryph.com/
网易云音乐专辑链接：https://music.163.com/#/album?id=126353418

【专辑介绍】
祷词间浸濯的，均是大海的馈赠。
呼唤中流淌的，皆为波涛的蔓延。
《Feels》，于平静中蛰伏浩瀚。
我们驻彼岸低唱，我们迎浪涌舞蹈，我们拥潮汐逝去。

【歌曲列表】
Feels",161775300,明日方舟,2021-04-26T03:00:15+00:00,1496837,118686,58374,43333,10848,5675,2300,https://www.bilibili.com/video/BV15B4y1c7Gg,official_public_aggregate,exact_api,2026-09-11T22:18:11+00:00,music_ep,False
BV1T84y1c7To,《明日方舟》x i.t合作幕后制作记录,"《明日方舟》 X  i.t合作幕后制作记录 
 记一次《明日方舟》另一种可能性的探索。也衷心祝愿大家都能不断向前，实现蜕变。

明日方舟  X  i.t 2021年春夏合作系列，已于明日方舟旗舰店开启预售。",161775300,明日方舟,2021-04-25T07:30:09+00:00,507764,60462,9214,5270,1457,2777,906,https://www.bilibili.com/video/BV1T84y1c7To,official_public_aggregate,exact_api,2026-09-02T18:57:36.822225+08:00,,
BV1ZN411Z7oe,《明日方舟》X i.t 春夏合作款宣传PV,"你即是潮流。
认识自己，相信自己，并忠于自己。愿你始终拥有这样的勇气。
明日方舟 X i.t 2021年春夏合作系列——预售开启。
具体活动内容详见明日方舟朝陇山微博以及天猫：明日方舟旗舰店
后续更多活动内容及最新消息请关注《明日方舟》官方自媒体账号讯息、明日方舟朝陇山账号讯息
敬请期待

_________
作曲：David Westbom
作词、演唱：Gabe Reali",161775300,明日方舟,2021-04-25T07:17:30+00:00,578253,56800,7691,5452,3293,2737,717,https://www.bilibili.com/video/BV1ZN411Z7oe,official_public_aggregate,exact_api,2026-09-02T18:57:49.270978+08:00,,
BV1tQ4y1Z7qA,《可露希尔的秘密档案》01话：可露希尔的自我介绍！,"#可露希尔的秘密档案
01：可露希尔的自我介绍！

档案来源：lambda:\罗德岛内务\秘密档案
发布时间：4/25 1:00 P.M.
档案类型：可见
档案描述：百忙之中抽空给博士做自我介绍（免费）
提供者：可露希尔",161775300,明日方舟,2021-04-25T05:00:01+00:00,1992839,187888,69219,39930,13004,5352,3550,https://www.bilibili.com/video/BV1tQ4y1Z7qA,official_public_aggregate,exact_api,2026-09-11T22:18:08+00:00,other_official,False
BV1Ap4y1b7UC,《明日方舟》游戏概念宣传PV-3,"'--重铸未来 方舟启航--
《明日方舟》游戏概念宣传PV-3

↓↓《明日方舟》bilibili服下载↓↓
https://www.biligame.com/detail/?id=101772

感谢starset为本次《明日方舟》概念PV3创作单曲《Infected》。

PV: mienthoa · 玖天 · 横尾太喵 · 假熊猫 · 妹系厨
Artist:Cenm0 · JOKER · Liduke · m9nokuro · NoriZC · Skade · TOKI · TrNyteal · 火爆",161775300,明日方舟,2021-04-25T02:00:04+00:00,4890267,227442,170737,93394,42369,17720,10872,https://www.bilibili.com/video/BV1Ap4y1b7UC,official_public_aggregate,exact_api,2026-09-11T22:18:11+00:00,other_pv,False
BV16o4y1f7Fv,《明日方舟》SideStory「覆潮之下」活动先导PV,"'--重铸未来 方舟启航--
《明日方舟》SideStory「覆潮之下」活动先导PV

↓↓《明日方舟》bilibili服下载↓↓
https://www.biligame.com/detail/?id=101772
________________________
一个猎人她走上海岸，她的家乡在后，她的路在身前。",161775300,明日方舟,2021-04-24T14:15:03+00:00,2669074,179964,89125,51872,22707,9046,14726,https://www.bilibili.com/video/BV16o4y1f7Fv,official_public_aggregate,exact_api,2026-09-11T22:18:14+00:00,event_pv,False
BV16B4y1A7ar,《明日方舟》二周年庆典活动宣传PV,"'--重铸未来 方舟启航--
《明日方舟》SideStory「覆潮之下」活动宣传PV

↓↓《明日方舟》bilibili服下载↓↓
https://www.biligame.com/detail/?id=101772

二周年庆典活动 Part.1
一、「二周年庆典」，SideStory「覆潮之下」活动开启
二、【限定寻访·庆典】系列，【深悼】限定寻访开启
三、「二周年庆典」，特别登录活动开启
四、「二周年庆典」，限时签到活动开启
五、「二周年庆典」，新干员登场
六、「二周年庆典」，新装限时上架
七、「音律",161775300,明日方舟,2021-04-24T13:20:13+00:00,6057019,263623,199776,85221,54998,38915,48457,https://www.bilibili.com/video/BV16B4y1A7ar,official_public_aggregate,exact_api,2026-09-11T22:18:42+00:00,event_pv,False
BV1Zp4y187JQ,《明日方舟》EP - Gearing Up,"4月15日 Gearing Up正式上架塞壬唱片官网及网易云音乐；

塞壬唱片官网正式上线，官网链接：https://monster-siren.hypergryph.com/
网易云音乐专辑链接：https://music.163.com/#/album?id=125972210

【专辑介绍】
 过往如暗夜绽放的深渊之花，侵染明日也呈墨色。
《Gearing Up》，时机被等待着，命运被搅动着，迎接名为终结的开幕。

【歌曲列表】
Gearing Up",161775300,明日方舟,2021-04-15T02:30:18+00:00,1058323,84788,25844,21288,4575,8341,3442,https://www.bilibili.com/video/BV1Zp4y187JQ,official_public_aggregate,exact_api,2026-09-11T22:18:21+00:00,music_ep,False
BV1L5411c7L3,《明日方舟》SideStory「遗尘漫步」活动宣传PV,"'--重铸未来 方舟启航--
《明日方舟》SideStory「遗尘漫步」活动宣传PV

↓↓《明日方舟》bilibili服下载↓↓
https://www.biligame.com/detail/?id=101772

一、全新活动SideStory「遗尘漫步」，活动关卡开启
二、【沙海过客】限时寻访开启
三、新干员登场，【标准寻访】常驻
四、【斗争血脉/II】系列，新装限时上架
五、【斗争血脉】系列，限时复刻上架
六、【急救专家组办公室】，主题家具限时获取
七、【公开招募】干员更新",161775300,明日方舟,2021-04-10T03:00:06+00:00,2911608,163380,72002,28599,29283,18203,19350,https://www.bilibili.com/video/BV1L5411c7L3,official_public_aggregate,exact_api,2026-09-11T22:18:11+00:00,event_pv,False
BV1Bh411D7cB,2021《明日方舟》音律联觉专场演出宣传PV,"2021《明日方舟》音律联觉Ambience Synesthesia专场演出正式情报公开！
活动详情请见：https://ak.hypergryph.com/special/ambience_synesthesia/index.html
活动时间：5月2日~5月3日
活动地点：上海世博展览馆一号馆（上海市浦东新区国展路1099号）

※本次包含所有演出曲目的录播内容后续将于BILIBILI独家上线，敬请期待。
※本次票务将和大麦网进行合作，开票时间会于近期发布，详情请持续关注明日方舟Arknights音律",161775300,明日方舟,2021-04-06T11:00:03+00:00,1862757,143059,50471,26599,27410,13737,6368,https://www.bilibili.com/video/BV1Bh411D7cB,official_public_aggregate,exact_api,2026-09-11T22:18:14+00:00,offline_event,False
BV1Kp4y1a749,《明日方舟》x《彩虹六号：围攻》联动结束纪念,"我跟着你的战术走过，你看透了一切。
辛苦了，干得漂亮。",161775300,明日方舟,2021-03-23T02:00:06+00:00,2532402,169675,45542,34486,15342,9149,3629,https://www.bilibili.com/video/BV1Kp4y1a749,official_public_aggregate,exact_api,2026-09-11T22:18:25+00:00,other_official,False
BV1DX4y1372m,《明日方舟》EP - daydaydream,"#歌曲发布
正式曲目已于2021年03月16日上线

【专辑介绍】
嘿朋友，你那边今天是好天气吗？
时光总能消磨忧郁，晴天也会如期而至。
《Daydaydream》，注意在街角发光的琐碎日常吧，那里定有属于你的曲调。

【歌曲列表】
Daydaydream",161775300,明日方舟,2021-03-16T02:30:03+00:00,6939643,319921,182423,167831,63611,14272,8700,https://www.bilibili.com/video/BV1DX4y1372m,official_public_aggregate,exact_api,2026-09-11T22:18:48+00:00,music_ep,False
BV1oU4y1H7Pw,【明日方舟×彩虹六号：围攻】“源石尘行动”限时活动宣传PV,"'--重铸未来 方舟启航--
【明日方舟×彩虹六号：围攻】“源石尘行动”限时活动宣传PV

↓↓《明日方舟》bilibili服下载↓↓
https://www.biligame.com/detail/?id=101772

一、【明日方舟×彩虹六号：围攻】，SideStory【源石尘行动】活动关卡开启
二、【进攻、防守、战术交汇】限时寻访开启
三、【进攻、防守、战术交汇】限时登录活动开启
四、【明日方舟×彩虹六号：围攻】，签到活动开启
五、【明日方舟×彩虹六号：围攻】，新干员登场
六、【明日方舟×彩虹六号：",161775300,明日方舟,2021-03-02T03:00:11+00:00,3797283,169433,68294,30776,37862,21905,18427,https://www.bilibili.com/video/BV1oU4y1H7Pw,official_public_aggregate,exact_api,2026-09-11T22:18:17+00:00,event_pv,False
BV1LU4y1s7gv,《明日方舟》x《彩虹六号：围攻》先导PV,未知与未知相遇，一切行将就绪。,161775300,明日方舟,2021-02-25T02:00:12+00:00,2405063,165061,45162,22672,46657,18405,6605,https://www.bilibili.com/video/BV1LU4y1s7gv,official_public_aggregate,exact_api,2026-09-11T22:17:39+00:00,other_pv,False
BV1rp4y1n7Ft,《明日方舟》EP - 观心,"#歌曲发布
正式曲目已于2021年02月24日上线

【专辑介绍】
别外空间，求索迷茫。
向天问道，于己观道。
《观心》，知混沌有边，了通明无际。

【歌曲列表】
观心",161775300,明日方舟,2021-02-24T02:30:14+00:00,1610078,140066,55845,42023,10687,7896,5182,https://www.bilibili.com/video/BV1rp4y1n7Ft,official_public_aggregate,exact_api,2026-09-11T22:18:18+00:00,music_ep,False
BV1eo4y1d7Zc,《明日方舟》EP - 更阑影,"#歌曲发布
正式曲目已于2021年02月07日上线

【专辑介绍】
《更阑影》，华灯上，尽阖欢。
诸事顺遂，朋友们和朋友的朋友们。

【歌曲列表】
更阑影",161775300,明日方舟,2021-02-07T02:30:16+00:00,1572679,128571,48864,42586,9095,6382,5034,https://www.bilibili.com/video/BV1eo4y1d7Zc,official_public_aggregate,exact_api,2026-09-11T22:18:33+00:00,music_ep,False
BV1jv4y1f7jH,《明日方舟》SideStory「画中人」活动宣传PV,"'--重铸未来 方舟启航--
《明日方舟》SideStory「画中人」活动宣传PV

↓↓《明日方舟》bilibili服下载↓↓
https://www.biligame.com/detail/?id=101772

一、全新活动SideStory「画中人」，活动关卡开启
二、【限定寻访·春节】系列，【月隐晦明】限定寻访开启
三、辞旧迎新，【月隐晦明】限时登录活动开启
四、辞旧迎新，新干员登场
五、辞旧迎新，【龙门幸运墙】活动开启
六、辞旧迎新，除夕夜特别登录奖励开启
七、辞旧迎新，「岁暮点雪」签到活动开启",161775300,明日方舟,2021-01-28T03:00:05+00:00,4044100,211640,126969,49265,48399,36129,48514,https://www.bilibili.com/video/BV1jv4y1f7jH,official_public_aggregate,exact_api,2026-09-11T22:18:11+00:00,event_pv,False
BV11t4y1z7rG,《明日方舟》危机合约新赛季「铅封行动」宣传PV,"'--重铸未来 方舟启航--
《明日方舟》危机合约新赛季「铅封行动」宣传PV

↓↓《明日方舟》bilibili服下载↓↓
https://www.biligame.com/detail/?id=101772

____________________________
一、危机合约，#4赛季「铅封行动」开启
赛季开启时间：01月19日 16:00 - 02月02日 03:59
危机合约解锁条件：通关主线 2-10
赛季说明：该赛季开启期间内，玩家可在赛季关卡中通过搭配不同「合约」进行作战，通过作战完成相关挑",161775300,明日方舟,2021-01-14T03:00:03+00:00,2722439,110642,33037,21255,15542,8883,3155,https://www.bilibili.com/video/BV11t4y1z7rG,official_public_aggregate,exact_api,2026-09-11T22:18:20+00:00,gameplay_system,False
BV1XK4y1p7GF,《明日方舟》EP - 冬涤,"#歌曲发布
正式曲目已于2021年01月08日上线

【专辑介绍】

雪野即景，万物沉沉入梦。
我临寒风，踽踽独行，望旅途延伸，前路明了。
《冬涤》，盼温和光辉洗净世间，直至被称为悲伤的低鸣都止息。

【歌曲列表】
冬涤",161775300,明日方舟,2021-01-08T02:30:04+00:00,1802258,129785,63327,49738,11518,5269,3036,https://www.bilibili.com/video/BV1XK4y1p7GF,official_public_aggregate,exact_api,2026-09-11T22:18:45+00:00,music_ep,False
BV19y4y127Kv,《明日方舟》EP - Till the Bell Tolls,"#歌曲发布
正式曲目已于2021年01月05日上线

【专辑介绍】

越过高墙，祷告胜利。
福音中轻唱赞美诗，回应便是同乡的欢欣。
Till the Bell Tolls, 愿光芒铺陈你的前路，愿虔诚与信念永伴你身。

【歌曲列表】
Till the Bell Tolls",161775300,明日方舟,2021-01-05T02:30:18+00:00,1101337,84099,33695,25961,4810,6771,7219,https://www.bilibili.com/video/BV19y4y127Kv,official_public_aggregate,exact_api,2026-09-11T22:18:18+00:00,music_ep,False
BV12z4y1r7jy,《明日方舟》全新故事「此地之外」活动宣传PV,"'--重铸未来 方舟启航--
《明日方舟》全新故事「此地之外」活动宣传PV

↓↓《明日方舟》bilibili服下载↓↓
https://www.biligame.com/detail/?id=101772

一、全新故事集「此地之外」限时开启
关卡开放时间：01月05日 16:00 - 01月12日 03:59
关卡解锁条件：通关主线1-10
关卡掉落：奇景明信片、素材等
活动说明：活动期间将限时开放「此地之外」活动关卡，玩家可通过活动作战收集【奇景明信片】后在【当地办事处】中兑换活动奖励及事相碎片。事相",161775300,明日方舟,2020-12-31T03:00:09+00:00,1455899,90625,28562,13003,10052,9064,12598,https://www.bilibili.com/video/BV12z4y1r7jy,official_public_aggregate,exact_api,2026-09-11T22:18:17+00:00,event_pv,False
BV1Pa4y1p7j2,《明日方舟》携手招商银行「泰运通达」联名活动宣传PV,"'--重铸未来 方舟启航--
《明日方舟》携手招商银行「泰运通达」联名活动宣传PV

↓↓《明日方舟》bilibili服下载↓↓
https://www.biligame.com/detail/?id=101772

携手合作伙伴招商银行，「泰运通达」明日方舟x招商银行联名储蓄卡12月28日即将开启办理
具体活动内容详见链接 https://ak.hypergryph.com/special/cmb/

【活动一】 申请明日方舟联名储蓄卡免费领取游戏礼包
【活动二】 登入招商银行APP免费参与周边限时抽奖",161775300,明日方舟,2020-12-25T11:30:08+00:00,820705,60246,6162,7034,6282,3810,918,https://www.bilibili.com/video/BV1Pa4y1p7j2,official_public_aggregate,exact_api,2026-09-11T22:17:49+00:00,event_pv,False
BV1vK4y1V7gs,《明日方舟》EP - Rock the Night Away,"明日方舟塞壬唱片携手哔哩哔哩游戏打造独家圣诞合作曲《Rock the Night Away》
圣诞惊喜周边礼包抽选活动现已开启，详情请见：https://mrfz.biligame.com/ygsdj/

__________
正式曲目已于2020年12月24日上线

【专辑介绍】
尖叫划破雪夜，向一如既往大声说不。
抛弃所有顾虑，这是你心中迷失的季节吗？
《Rock the Night Away》，将唤醒你的灵魂，用摇滚阐释节日的另一面！

【歌曲列表】
Rock the Night Away",161775300,明日方舟,2020-12-24T03:52:18+00:00,2044388,157172,75438,56681,17632,12276,3534,https://www.bilibili.com/video/BV1vK4y1V7gs,official_public_aggregate,exact_api,2026-09-11T22:18:18+00:00,music_ep,False
BV1964y1f7w9,《明日方舟》EP - Tipsy,"#歌曲发布
正式曲目已于2020年12月17日上线

【专辑介绍】

再续一杯佳酿，和出一曲醇郁悠扬。
游走在光影边界的旋律，将平日的喧闹悄然抽离。
《Tipsy》，曲调醉耳，倦意上头，却叫人分外清醒。

【歌曲列表】
Tipsy",161775300,明日方舟,2020-12-17T02:20:15+00:00,1356430,99626,34748,30191,10074,6609,8193,https://www.bilibili.com/video/BV1964y1f7w9,official_public_aggregate,exact_api,2026-09-02T18:56:48.411752+08:00,,
BV1Ka411c7kp,《明日方舟》SideStory「孤岛风云」活动宣传PV,"'--重铸未来 方舟启航--
《明日方舟》SideStory「孤岛风云」活动宣传PV

↓↓《明日方舟》bilibili服下载↓↓
https://www.biligame.com/detail/?id=101772

一、全新活动剧情「孤岛风云」，活动关卡开启
活动时间：12月17日 16:00 - 01月07日 03:59
解锁条件：通关主线1-10
活动说明：活动期间将开放「孤岛风云」活动关卡，玩家可通过活动关卡作战、完成相关活动任务以及活动商店获取相关活动奖励

活动关卡将进行分段式开启：
◆“越狱",161775300,明日方舟,2020-12-10T02:30:04+00:00,1971057,105736,35612,17209,13189,9705,13663,https://www.bilibili.com/video/BV1Ka411c7kp,official_public_aggregate,exact_api,2026-09-11T22:18:15+00:00,event_pv,False
BV1ut4y1Y7Yn,《明日方舟》EP - Crystallize,"塞壬唱片-MSR携手水濑祈打造全新明日方舟印象单曲 <Crystallize>
正式曲目现已随水濑祈个人专辑<Starlight Museum>正式上线",161775300,明日方舟,2020-12-02T10:30:05+00:00,4322920,211211,120906,98156,32567,9534,7712,https://www.bilibili.com/video/BV1ut4y1Y7Yn,official_public_aggregate,exact_api,2026-09-11T22:18:47+00:00,music_ep,False
BV1W5411V7NX,《明日方舟》危机合约新赛季「燃灰行动」宣传PV,"'--重铸未来 方舟启航--
《明日方舟》危机合约新赛季「燃灰行动」宣传PV

↓↓《明日方舟》bilibili服下载↓↓
https://www.biligame.com/detail/?id=101772

____________________________
一、危机合约，#3赛季「燃灰行动」开启
赛季开启时间：11月15日 16:00 - 11月29日 03:59
危机合约解锁条件：通关主线 2-10
赛季说明：该赛季开启期间内，玩家可在赛季关卡中通过搭配不同「合约」进行作战，通过作战完成相关挑",161775300,明日方舟,2020-11-10T07:00:02+00:00,1854698,89838,23662,13880,13859,10138,2856,https://www.bilibili.com/video/BV1W5411V7NX,official_public_aggregate,exact_api,2026-09-11T22:18:15+00:00,gameplay_system,False
BV1Av411r7ny,《明日方舟》EP - Lithos,"#歌曲发布
正式曲目已于2020年11月03日上线

【专辑介绍】

回响于脑中的血脉烙印，无言承诺沃土的呼唤
《Lithos》，与山石为友
愿生生不息，愿长远绵延

【歌曲列表】
Lithos",161775300,明日方舟,2020-11-03T02:30:01+00:00,1091073,83430,26739,24518,2717,3107,5874,https://www.bilibili.com/video/BV1Av411r7ny,official_public_aggregate,exact_api,2026-09-11T22:18:17+00:00,music_ep,False
BV1jt4y1e7PF,《明日方舟》EP - Lullabye,"'--重铸未来 方舟启航--

《明日方舟》bilibili服下载
https://www.biligame.com/detail/?id=101772

——————————
正式曲目已于2020年11月02日上线

【专辑介绍】

I arise from whispers of thee,
In the first tranquil slumber.
As the memories are burning low,
And the pasts are shining pale,
I chant wit",161775300,明日方舟,2020-11-02T02:30:55+00:00,3629826,177046,96621,100205,35703,9513,8291,https://www.bilibili.com/video/BV1jt4y1e7PF,official_public_aggregate,exact_api,2026-09-11T22:18:47+00:00,music_ep,False
BV1St4y1e7t3,《明日方舟》EP - Confront,"'--重铸未来 方舟启航--

《明日方舟》bilibili服下载
https://www.biligame.com/detail/?id=101772

——————————
正式曲目已于2020年11月01日上线

【专辑介绍】

感触着纸笔间的余温，记录下万千不能忘的昨日。
《Confront》，在学习双手如何不再颤栗，在寻觅勇敢和坚强的真谛。

【歌曲列表】
Confront",161775300,明日方舟,2020-11-01T02:30:29+00:00,1600543,135355,63685,43403,6877,8405,31317,https://www.bilibili.com/video/BV1St4y1e7t3,official_public_aggregate,exact_api,2026-09-11T22:18:15+00:00,music_ep,False
BV1Fr4y1w7Ls,《明日方舟》10.25感谢庆典直播录像（附字幕）,"'--重铸未来 方舟启航--

《明日方舟》bilibili服下载
https://www.biligame.com/detail/?id=101772

——————————
再次感谢大家对本次直播的支持，之后我们将在官方自媒体账号放出本次感谢庆典相关具体内容。更多活动详情详见官网、游戏内公告及官方自媒体。",161775300,明日方舟,2020-10-27T11:52:43+00:00,1851220,101949,38345,28631,7535,6013,30431,https://www.bilibili.com/video/BV1Fr4y1w7Ls,official_public_aggregate,exact_api,2026-09-11T22:18:06+00:00,other_official,False
